id,name,absolute_magnitude,is_potentially_hazardous_asteroid,diameter_km_min,diameter_km_max,close_approach_date,rel_km_s,miss_km
2155341,155341 (2006 SA218),18.23,False,0.6005580277,1.3428885744,1988-08-02,11.3981456613,13974469.350800822
2159402,159402 (1999 AP10),16.61,False,1.2663535629,2.8316526503,1934-09-15,2.6351379351,284848847.5147833
2159459,159459 (2000 KB),16.31,False,1.4539684294,3.2511722452,1909-09-27,12.0607649205,287892274.1965949
2159467,159467 (2000 QK25),18.34,False,0.57089334,1.2765563162,2005-07-13,5.9133511023,3542074.948852469
2159495,159495 (2000 UV16),17.46,False,0.8561600847,1.9144321491,1908-08-19,1.505011282,284313133.6378089
2159504,159504 (2000 WO67),16.97,True,1.0728894545,2.3990537526,1916-07-23,13.1035804543,5827678.898513425
2159635,159635 (2002 CZ46),18.16,False,0.620233153,1.3868834919,1905-12-10,10.7337463005,11321723.98408201
2159677,159677 (2002 HQ11),19.45,False,0.3424167308,0.7656670868,1906-05-31,9.9864238514,12250710.974206723
2159856,159856 (2004 JW6),17.98,False,0.67383719,1.5067457626,1906-08-04,7.485091386,29315268.87131954
2154715,154715 (2004 LB6),18.53,False,0.5230641758,1.1696070537,1901-08-21,9.7705841616,17859143.87198212
2155110,155110 (2005 TB),17.45,False,0.8601119401,1.9232687664,1923-04-21,21.226582685,27698167.268528096
2159454,159454 (2000 DJ8),18.04,False,0.6554732558,1.4656827575,,,
2159518,159518 (2001 FF7),18.01,False,0.6645917971,1.4860724357,,,
2159533,159533 (2001 HH31),17.66,False,0.7808272775,1.7459828712,1970-04-22,7.7024081176,13657114.703270445
2159555,159555 (2001 SJ276),18.69,False,0.4859090375,1.0865256386,2003-12-08,14.4639565093,10627733.7205938
2159608,159608 (2002 AC2),16.59,False,1.2780709882,2.8578536096,,,
2159857,159857 (2004 LJ1),15.47,True,2.1406958967,4.7867415442,1929-11-13,16.4023088885,8564295.727616044
2159928,159928 (2005 CV69),18.0,False,0.6676594135,1.4929318344,1905-03-19,15.6159461595,45876796.929377034
2154988,154988 (2004 XN35),18.39,False,0.5578982211,1.2474983468,1901-04-26,19.9687436279,16874792.954138454
2154993,154993 (2005 EA94),17.99,False,0.6707411893,1.4998228946,1906-02-27,24.8518754467,27106119.949958842
2155336,155336 (2006 GA1),18.41,False,0.5527833794,1.2360612132,1900-02-20,4.7712014425,254097099.89325333
2155338,155338 (2006 MZ1),20.4,True,0.2210828104,0.4943561926,1900-11-12,9.5733864105,16320082.406601883
2159686,159686 (2002 LB6),16.34,False,1.4340192346,3.2065644897,1915-07-19,28.0080722396,14449834.953344258
2159699,159699 (2002 PQ142),17.6,False,0.8027031673,1.7948988478,1901-05-01,22.8495489371,40353119.54259822
2159923,159923 (2004 YJ32),16.44,False,1.3694777373,3.0622453143,1904-09-04,6.1121830446,24300865.463890895
2159929,159929 (2005 UK),17.72,False,0.7595475664,1.6983999907,1919-04-30,29.3416458231,25276850.090935238
2161995,161995 (1983 LB),17.26,False,0.9387608653,2.0991331094,1900-06-22,15.1003669521,38997547.00059138
2161998,161998 (1988 PA),17.59,False,0.8064082768,1.8031837245,1969-11-03,7.3473822581,6890129.254363965
2162000,162000 (1990 OS),19.64,True,0.313729225,0.7015198735,1909-11-19,11.5067664476,8589925.25357848
2154991,154991 Vinciguerra (2005 BX26),18.57,False,0.5135171787,1.1482593191,1909-02-25,1.7891032841,29234330.88852835
2155140,155140 (2005 UD),17.47,False,0.8522263865,1.9056361323,1900-08-26,42.1352839436,16532847.633134283
2155334,155334 (2006 DZ169),17.23,False,0.9518203298,2.1283349598,1986-02-11,7.353746159,10171749.7488114
2159399,159399 (1998 UL1),16.5,False,1.332155667,2.978790628,1958-04-24,21.3297788466,29804547.44976765
2159560,159560 (2001 TO103),17.15,False,0.9875406389,2.2082079992,,,
2159609,159609 (2002 AQ3),17.23,False,0.9518203298,2.1283349598,1958-05-27,19.7324389934,13466943.661918182
2161989,161989 Cacus (1978 CA),17.31,True,0.9173920592,2.0513510063,1910-09-09,17.686292386,25481760.81594137
2161999,161999 (1989 RC),18.8,False,0.4619074603,1.0328564805,1901-08-05,6.9518929341,18779900.017219007
2162004,162004 (1991 VE),18.29,False,0.5841911542,1.3062911326,1900-01-23,31.7595058654,19062043.88888642
2162063,162063 (1997 EH29),18.95,False,0.4310771239,0.9639177525,1907-02-15,20.8320574559,9334250.742305161
2162149,162149 (1998 YQ11),17.51,False,0.8366715019,1.8708543531,1926-12-08,13.8004854292,14738478.134393392
2162161,162161 (1999 DK3),17.68,False,0.77366861,1.729975604,1916-08-10,22.8432957352,66514830.60761192
2162168,162168 (1999 GT6),17.34,False,0.9048049682,2.0232054153,1917-07-06,4.6350849693,52787293.46998811
2162011,162011 Konnohmaru (1994 AB1),16.6,False,1.2721987854,2.844722965,1900-01-04,6.7896389184,247089582.8957161
2162015,162015 (1994 TF2),19.25,False,0.3754524794,0.8395372662,1900-02-11,16.7616312902,48853557.11559756
2162117,162117 (1998 SD15),19.04,False,0.4135756649,0.9247833005,1907-09-19,18.9392101981,29469795.273066264
2162173,162173 Ryugu (1999 JU3),19.55,True,0.3270054393,0.7312063912,1917-02-03,5.1302264084,16271755.278451782
2162183,162183 (1999 NB5),21.25,True,0.1494703242,0.3342258056,1981-07-14,21.1668654227,61495050.1590625
2162039,162039 (1996 JG),18.93,True,0.4350658314,0.9728367737,1904-11-08,14.8136795973,27019994.54134711
2162082,162082 (1998 HL1),19.12,True,0.3986162293,0.8913329856,1905-10-14,12.0946641543,45892162.21636346
2162116,162116 (1998 SA15),19.54,True,0.3285148278,0.7345814866,1906-03-03,23.9916906919,58446366.08450657
2162142,162142 (1998 VR),18.77,False,0.4683332331,1.0472249454,1911-11-23,12.9413522368,25333527.1289179
2162162,162162 (1999 DB7),19.99,True,0.2670268771,0.5970902489,1901-01-25,18.7980847959,71120417.08480577
2162181,162181 (1999 LF6),18.2,False,0.6089126221,1.3615700154,1907-10-11,10.331732254,24634846.687969238
2162186,162186 (1999 OP3),15.03,False,2.6215308728,5.8619212367,,,
2162038,162038 (1996 DH),16.68,False,1.2261821132,2.7418265579,,,
2162058,162058 (1997 AE12),17.98,False,0.67383719,1.5067457626,1921-08-20,2.1810203384,273773808.1145241
2162080,162080 (1998 DG16),19.95,False,0.2719912773,0.6081909854,1901-10-30,13.6776148706,57561482.74554655
2162120,162120 (1998 SH36),20.64,True,0.1979497587,0.4426291165,1902-07-28,20.3980705032,3074734.972838793
2162157,162157 (1999 CV8),19.95,False,0.2719912773,0.6081909854,1900-02-01,8.2283713724,55286364.753864735
2162416,162416 (2000 EH26),21.67,True,0.1231841913,0.2754482254,1932-03-16,17.5527753534,44901359.471502006
2162452,162452 (2000 HO14),18.5,False,0.5303407233,1.1858779086,2081-12-17,9.567958278,14564163.390156465
2162463,162463 (2000 JH5),17.97,False,0.6769474811,1.513700585,1912-11-24,13.9943340199,27876436.632458474
2162472,162472 (2000 LL),19.22,False,0.3806755436,0.8512163929,1911-05-30,15.8520998659,27968992.176396847
2162210,162210 (1999 SM5),19.3,False,0.3669061375,0.8204270649,1905-09-13,16.1844756177,16843356.936449837
2162269,162269 (1999 VO6),16.97,False,1.0728894545,2.3990537526,1901-12-10,32.0357366163,18394414.56526665
2162385,162385 (2000 BM19),18.59,False,0.5088092249,1.1377320144,1901-01-09,11.07917129,17941879.931411985
